SKU,Barcode,Marca,Nombre,Precio_original,Precio_+20%,Precio_tachado,Stock,Descripcion,Imagen,URL_producto,Proveedor
606002M,,Piaggio,Soporte Baul/Parrilla Vespa Negro Mate,113.52,136.22,129.0,+10,,https://estaticos.elmotorista.es/prod_images/piaggio/503788477art/piaggio/soporte-baul-parrilla-vespa-negro-mate-535269_200.webp,soporte-baul-parrilla-vespa-negro-mate-606002m,elmotorista.es
1B009271,,Piaggio,Soporte Baul 32l Aprilia Sxr 50 ,82.73,99.28,94.0,+10,,https://estaticos.elmotorista.es/prod_images/piaggio/504731746art/piaggio/soporte-baul-32l-aprilia-sxr-50-531461_200.webp,soporte-baul-32l-aprilia-sxr-50-1b009271,elmotorista.es
BA.45.ALP.A,8053045441385,Gpr,Baul Top Case Alpi-Tech 45 Lt Plata C/Parrilla Universal,361.79,434.15,,+10,,https://estaticos.elmotorista.es/prod_images/gpr/505645949art/gpr/baul-top-case-alpi-tech-45-lt-plata-c-parrilla-universal-506154_200.webp,baul-top-case-alpi-tech-45-lt-plata-c-parrilla-universal-ba-45-alp-a,elmotorista.es
OBKEV58A,8019606348401,Givi,Maleta Central Trekker Outback Evo 58 Smart Aluminio,459.9,551.88,511.0,+10,,https://estaticos.elmotorista.es/prod_images/givi/505602289art/givi/maleta-central-trekker-outback-evo-58-smart-aluminio-478398_200.webp,maleta-central-trekker-outback-evo-58-smart-aluminio-obkev58a,elmotorista.es
H0FR11ST,8430358676176,Shad,Fijacion Top Master Honda Forza 125/300 21,120.79,144.95,134.21,5,,https://estaticos.elmotorista.es/prod_images/shad/504709296art/shad/fijacion-top-master-honda-forza-125-300-21-360223_200.webp,fijacion-top-master-honda-forza-125-300-21-h0fr11st,elmotorista.es
OBKEV48BL,8019606349262,Givi,Maleta Lateral Trekker Outback Evo 48 Smart Ng Izquierda,405.0,486.0,450.0,5,,https://estaticos.elmotorista.es/prod_images/givi/505602295art/givi/maleta-lateral-trekker-outback-evo-48-smart-ng-izquierda-478413_200.webp,maleta-lateral-trekker-outback-evo-48-smart-ng-izquierda-obkev48bl,elmotorista.es
H0NT73ST,8430358565005,Shad,Fijacion Top Master Honda Nc700 12/13 Nc750 14/15,99.16,118.99,110.18,1,,https://estaticos.elmotorista.es/prod_images/shad/503737662art/shad/fijacion-top-master-honda-nc700-12-13-nc750-14-15-499015_200.webp,fijacion-top-master-honda-nc700-12-13-nc750-14-15-h0nt73st,elmotorista.es
V0TH11ST,8430358509399,Shad,Fijacion Top Master Piaggio Thypoon 50/125 11/18,79.58,95.5,88.43,2,,https://estaticos.elmotorista.es/prod_images/shad/503319712art/shad/fijacion-top-master-piaggio-thypoon-50-125-11-18-412607_200.webp,fijacion-top-master-piaggio-thypoon-50-125-11-18-v0th11st,elmotorista.es
BC.TRS.00.104.30000,4052572182284,Sw-motech,Bolsa De Deposito Pro City 11/14l Ng,209.98,251.98,210.0,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081691art/sw-motech/bolsa-de-deposito-pro-city-11-14l-ng-446902_200.webp,bolsa-de-deposito-pro-city-11-14l-ng-bc-trs-00-104-30000,elmotorista.es
CM272912,,Piaggio,Baul Vespa Gris Titanio 742/B,171.6,205.92,195.0,1,,https://estaticos.elmotorista.es/prod_images/piaggio/503898637art/piaggio/baul-vespa-gris-titanio-742-b-440670_200.webp,baul-vespa-gris-titanio-742-b-5038986371,elmotorista.es
W0SX10ST,8430358674493,Shad,Fijacion Top Master Bmw S1000xr 20,39.2,47.04,43.56,1,,https://estaticos.elmotorista.es/prod_images/shad/504670398art/shad/fijacion-top-master-bmw-s1000xr-20-352723_200.webp,fijacion-top-master-bmw-s1000xr-20-w0sx10st,elmotorista.es
D0B48306R,8430358665125,Shad,Baulete Sh48 Negro/Gris Oscuro Tapa Carbono Y Respaldo New,220.5,264.6,245.0,2,,https://estaticos.elmotorista.es/prod_images/shad/504400621art/shad/baulete-sh48-negro-gris-oscuro-tapa-carbono-y-respaldo-new-305853_200.webp,baulete-sh48-negro-gris-oscuro-tapa-carbono-y-respaldo-new-504400621,elmotorista.es
BC.ALK.00.732.10000/B,4052572026953,Sw-motech,Bolsa Interior Trax M/L Ng,54.99,65.99,,8,,https://estaticos.elmotorista.es/prod_images/sw-motech/505599302art/sw-motech/bolsa-interior-trax-m-l-ng-447004_200.webp,bolsa-interior-trax-m-l-ng-bc-alk-00-732-10000-b,elmotorista.es
D1TV80R,8430358071094,Shad,Maneta Atv 110 / Atv 80,24.46,29.35,27.19,1,,https://estaticos.elmotorista.es/prod_images/shad/502916076art/shad/maneta-atv-110-atv-80-502777_200.webp,maneta-atv-110-atv-80-d1tv80r,elmotorista.es
D0TR47100LB,8430358675445,Shad,Maleta Lateral Izquierda Tr47l Terra Black Edition,368.11,441.73,409.0,2,,https://estaticos.elmotorista.es/prod_images/shad/504719151art/shad/maleta-lateral-izquierda-tr47l-terra-black-edition-371311_200.webp,maleta-lateral-izquierda-tr47l-terra-black-edition-d0tr47100lb1,elmotorista.es
OL290,5030009103063,Oxford,Bolsa Deposito Oxford Q4r - Negro,123.75,148.5,137.5,1,,https://estaticos.elmotorista.es/prod_images/oxford/504413635art/oxford/bolsa-deposito-oxford-q4r-negro-308358_200.webp,bolsa-deposito-oxford-q4r-negro-ol2901,elmotorista.es
K0GD38ST,8430358665798,Shad,Fijacion Top Master Kymco Grand Dink 300i,78.37,94.04,87.08,2,,https://estaticos.elmotorista.es/prod_images/shad/504612229art/shad/fijacion-top-master-kymco-grand-dink-300i-502618_200.webp,fijacion-top-master-kymco-grand-dink-300i-k0gd38st,elmotorista.es
H0CB73SR,8430358688384,Shad,Fijacion Side Bag Honda Cb750 Hornet,136.92,164.3,152.13,1,,https://estaticos.elmotorista.es/prod_images/shad/505378401art/shad/fijacion-side-bag-honda-cb750-hornet-23-521958_200.webp,fijacion-side-bag-honda-cb750-hornet-h0cb73sr,elmotorista.es
BC.HTA.00.304.30000,4052572198070,Sw-motech,Bolsa Trasera Pro Rearbag 22/34l Ng/Gr Antr,219.98,263.98,220.0,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081694art/sw-motech/bolsa-trasera-pro-rearbag-22-34l-ng-gr-antr-447477_200.webp,bolsa-trasera-pro-rearbag-22-34l-ng-gr-antr-bc-hta-00-304-30000,elmotorista.es
20580N,8435529328588,Puig,Kit Instalacion Baules Puig Sym Symphony Sr50/125,59.71,71.65,,4,,https://estaticos.elmotorista.es/prod_images/puig/505023472art/puig/kit-instalacion-baules-puig-sym-symphony-sr50-125-410506_200.webp,kit-instalacion-baules-puig-sym-symphony-sr50-125-20580n,elmotorista.es
Y0MT16ST,8430358629455,Shad,Fijacion Top Master Yamaha Mt 10 16/17,79.5,95.4,88.33,2,,https://estaticos.elmotorista.es/prod_images/shad/504183582art/shad/fijacion-top-master-yamaha-mt-10-16-17-259789_200.webp,fijacion-top-master-yamaha-mt-10-16-17-y0mt16st1,elmotorista.es
CM271103,,Piaggio,Baul Piaggio Blanco Perla 566 32l,158.98,190.78,158.99,8,,https://estaticos.elmotorista.es/prod_images/piaggio/503832768art/piaggio/baul-piaggio-blanco-perla-566-32l-442927_200.webp,kit-baul-32l-piaggio-blanco-perla-566-503832768,elmotorista.es
H0CR22ST,8430358530102,Shad,Fijacion Top Master Honda Crf 250l 12/17,79.87,95.84,88.74,3,,https://estaticos.elmotorista.es/prod_images/shad/503517642art/shad/fijacion-top-master-honda-crf-250l-12-17-242763_200.webp,fijacion-top-master-honda-crf-250l-12-17-h0cr22st,elmotorista.es
BC.TRS.00.103.30000,4052572182338,Sw-motech,Bolsa Deposito Pro Gs 16/20l Ng,239.98,287.98,240.0,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081875art/sw-motech/bolsa-deposito-pro-gs-16-20l-ng-446907_200.webp,bolsa-deposito-pro-gs-16-20l-ng-505081875,elmotorista.es
RE101O,5030009192821,Oxford,Cubierta Para Mochila Oxford Nj,22.49,26.99,24.99,3,,https://estaticos.elmotorista.es/prod_images/oxford/504588548art/oxford/cubierta-para-mochila-oxford-nj-499698_200.webp,cubierta-para-mochila-oxford-nj-re101o,elmotorista.es
CM273369,,Piaggio,Baul Vespa Gts 36l Blue Gray Lucid G01,298.33,358.0,339.01,1,,https://estaticos.elmotorista.es/prod_images/piaggio/504670572art/piaggio/baul-vespa-gts-36l-blue-gray-lucid-g01-394450_200.webp,baul-vespa-gts-36l-blue-gray-lucid-g01-504670572,elmotorista.es
K0PP18ST,8430358500549,Shad,Fijacion Top Master Kymco People S 125 18,40.27,48.32,44.75,3,,https://estaticos.elmotorista.es/prod_images/shad/504378569art/shad/fijacion-top-master-kymco-people-s-125-18-296577_200.webp,fijacion-top-master-kymco-people-s-125-18-k0pp18st,elmotorista.es
W0GG37ST,8430358651395,Shad,Fijacion Top Master Bmw G310 Gs 17/18,42.13,50.56,46.81,1,,https://estaticos.elmotorista.es/prod_images/shad/504292003art/shad/fijacion-top-master-bmw-g310-gs-17-18-412622_200.webp,fijacion-top-master-bmw-g310-gs-17-18-w0gg37st,elmotorista.es
D0S216ST,8430358057555,Shad,Soporte Maleta Daelim S-2 125/250 (06-12)   - Shad    D0s216st,45.8,54.96,50.89,6,,https://estaticos.elmotorista.es/prod_images/shad/502082052art/shad/fijacion-top-master-daelim-s-2-125-250-06-12-412685_200.webp,fijacion-top-master-daelim-s-2-125-250-06-12-d0s216st,elmotorista.es
BC.WPB.00.028.10000,4052572252963,Sw-motech,Bolsa Deposito Pro Micro Wp 4l,139.98,167.98,140.0,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505599105art/sw-motech/bolsa-deposito-pro-micro-wp-4l-446909_200.webp,bolsa-deposito-pro-micro-wp-4l-bc-wpb-00-028-10000,elmotorista.es
OL00401,5030009440137,Oxford,Mochila Atlas B-30 Advanced Ng ,191.25,229.5,212.5,2,,https://estaticos.elmotorista.es/prod_images/oxford/505674748art/oxford/mochila-atlas-b-30-advanced-ng-502496_200.webp,mochila-atlas-b-30-advanced-ng-ol00401,elmotorista.es
1B00107600PB,,Piaggio,Respaldo Baul Vespa Piel-Marron,212.96,255.55,242.0,1,,https://estaticos.elmotorista.es/prod_images/piaggio/503771626art/piaggio/respaldo-baul-vespa-piel-marron-306541_200.webp,respaldo-baul-vespa-piel-marron-1b00107600pb,elmotorista.es
BC.WPB.00.005.20000,4052572259795,Sw-motech,Riñonera Belt Wp Ng,35.01,42.01,,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505601320art/sw-motech/rinonera-belt-wp-ng-448777_200.webp,rinonera-belt-wp-ng-bc-wpb-00-005-20000,elmotorista.es
T0XP16ST,8430358652361,Shad,Fijacion Top Master Triumph Explorer 17/18,40.32,48.38,44.78,3,,https://estaticos.elmotorista.es/prod_images/shad/504292009art/shad/fijacion-top-master-triumph-explorer-17-18-272066_200.webp,fijacion-top-master-triumph-explorer-17-18-t0xp16st,elmotorista.es
D0B5009,,Shad,Maleta Shad Sh-50 Granate   -   D0b5009,283.14,339.77,314.6,2,,https://estaticos.elmotorista.es/prod_images/shad/501952454art/shad/baulete-sh-50-granate-2549_200.webp,maleta-shad-sh-50-granate-d0b5009-501952454,elmotorista.es
OBKN42A,8019606223272,Givi,Maleta Central Trekker Outback 42l Aluminio Monokey New,366.3,439.56,407.0,1,,https://estaticos.elmotorista.es/prod_images/givi/504312008art/givi/maleta-central-trekker-outback-42l-aluminio-monokey-new-277352_200.webp,maleta-central-trekker-outback-42l-aluminio-monokey-new-504312008,elmotorista.es
BA.55.ALP.A,8053045438262,Gpr,Baul Top Case Alpi Tech 55 Lt Plata C/Parrilla Universal,373.89,448.67,,+10,,https://estaticos.elmotorista.es/prod_images/gpr/505645950art/gpr/baul-top-case-alpi-tech-55-lt-plata-c-parrilla-universal-484960_200.webp,baul-top-case-alpi-tech-55-lt-plata-c-parrilla-universal-ba-55-alp-a,elmotorista.es
K0DT14ST,8430358700109,Shad,Fijación Top Master Kymco Downtown Gt 125 25,109.7,131.64,121.88,4,,https://estaticos.elmotorista.es/prod_images/shad/505676940art/shad/fijacion-top-master-kymco-downtown-gt-125-25-523233_200.webp,fijacion-top-master-kymco-downtown-gt-125-25-k0dt14st1,elmotorista.es
RE101Y,5030009192814,Oxford,Cubierta Para Mochila Oxford Am,22.49,26.99,24.99,3,,https://estaticos.elmotorista.es/prod_images/oxford/504588708art/oxford/cubierta-para-mochila-oxford-am-499689_200.webp,cubierta-para-mochila-oxford-am-re101y,elmotorista.es
OL241,5030009102417,Oxford,Bolsa Deposito Oxford Q20r Rapida,140.41,168.49,156.01,2,,https://estaticos.elmotorista.es/prod_images/oxford/504414627art/oxford/bolsa-deposito-oxford-q20r-rapida-308293_200.webp,bolsa-deposito-oxford-q20r-rapida-504414627,elmotorista.es
OBKEV58B,8019606349415,Givi,Maleta Central Trekker Outback Evo 58 Smart Negro,507.61,609.13,564.01,+10,,https://estaticos.elmotorista.es/prod_images/givi/505602290art/givi/maleta-central-trekker-outback-evo-58-smart-negro-478403_200.webp,maleta-central-trekker-outback-evo-58-smart-negro-obkev58b,elmotorista.es
A0L29T,,Shad,Soporte Fijacion Aprilia Leonardo 250 99-01-03,37.73,45.28,41.9,2,,https://estaticos.elmotorista.es/prod_images/shad/501585659art/shad/soporte-fijacion-aprilia-leonardo-250-99-01-03-186613_200.webp,soporte-fijacion-aprilia-leonardo-250-99-01-03-a0l29t,elmotorista.es
K0DW15ST,8430358605268,Shad,Fijacion Top Master Kymco Super Dink 125/350 16/20,67.42,80.9,74.91,3,,https://estaticos.elmotorista.es/prod_images/shad/503936864art/shad/fijacion-top-master-kymco-super-dink-125-350-16-18-235586_200.webp,fijacion-top-master-kymco-super-dink-125-350-16-18-k0dw15st,elmotorista.es
CM273347,,Piaggio,Baul 36l Vespa Gts Tour Rj Must 880/A,298.33,358.0,339.01,1,,https://estaticos.elmotorista.es/prod_images/piaggio/504385597art/piaggio/baul-36l-vespa-gts-tour-rj-must-880-a-501182_200.webp,baul-36l-vespa-gts-tour-rj-must-880-a-cm273347,elmotorista.es
Y0MT97ST,8430358644045,Shad,Fijacion Top Master Yamaha Mt 09 17,130.16,156.19,144.62,1,,https://estaticos.elmotorista.es/prod_images/shad/504189420art/shad/fijacion-top-master-yamaha-mt-09-17-262346_200.webp,fijacion-top-master-yamaha-mt-09-17-y0mt97st,elmotorista.es
K0PP58ST,8430358478381,Shad,Fijacion Top Master Kymco People S,9.26,11.11,10.29,2,,https://estaticos.elmotorista.es/prod_images/shad/502931611art/shad/fijacion-top-master-kymco-people-s-34758_200.webp,fijacion-top-master-kymco-people-s-k0pp58st1,elmotorista.es
BC.TRS.00.108.30000,4052572182307,Sw-motech,Bolsa Deposito Pro Daypack 5/8l Ng,149.99,179.99,150.0,+10,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081686art/sw-motech/bolsa-deposito-pro-daypack-5-8l-ng-446904_200.webp,bolsa-deposito-pro-daypack-5-8l-bc-trs-00-108-30000,elmotorista.es
TRT.00.787.30400/B,4052572189382,Sw-motech,Anillo Deposito Pro Honda (5 Tornillos),30.0,36.0,,8,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081697art/sw-motech/anillo-deposito-pro-honda-5-tornillos-447052_200.webp,anillo-deposito-pro-honda-5-tornillos-trt-00-787-30400-b,elmotorista.es
0390N,8435529347107,Puig,Cofre Big Box 60l. 430x430x310 Negro,96.79,116.15,96.8,+10,,https://estaticos.elmotorista.es/prod_images/puig/502834638art/puig/cofre-big-box-60l-430x430x310-negro-498847_200.webp,cofre-big-box-60l-430x430x310-negro-0390n,elmotorista.es
7548N,7548000000789,Puig,Cerradura C/Llave Baul Maxi/Big Box,9.87,11.84,,+10,,https://estaticos.elmotorista.es/prod_images/puig/503825778art/puig/cerradura-c-llave-baul-maxi-big-box-545217_200.webp,cerradura-c-llave-baul-maxi-big-box-7548n,elmotorista.es
TRT.00.787.30501/B,4052572197141,Sw-motech,Fijacion Asiento Anillo Deposito Pro Yamaha Mt03/Mt10/Mt125,30.0,36.0,,1,,https://estaticos.elmotorista.es/prod_images/sw-motech/505462189art/sw-motech/fijacion-asiento-anillo-deposito-pro-yamaha-mt03-mt10-mt125-447053_200.webp,fijacion-asiento-anillo-deposito-pro-yamaha-mt03-mt10-mt125-trt-00-787-30501-b,elmotorista.es
9329N,8436563736964,Puig,Base Metalica Maxi Box C/Cerradura Ng,36.08,43.3,,7,,https://estaticos.elmotorista.es/prod_images/puig/504171266art/puig/base-metalica-maxi-box-c-cerradura-ng-545238_200.webp,base-metalica-maxi-box-c-cerradura-ng-9329n,elmotorista.es
BC.HTA.00.307.30000,4052572197356,Sw-motech,Bolsa Trasera Pro Roadpack Ng/Gr Antr 8-14l,139.98,167.98,140.0,8,,https://estaticos.elmotorista.es/prod_images/sw-motech/505599781art/sw-motech/bolsa-trasera-pro-roadpack-ng-gr-antr-8-14l-447478_200.webp,bolsa-trasera-pro-roadpack-ng-gr-antr-8-14l-bc-hta-00-307-30000,elmotorista.es
20572N,8435529328427,Puig,Kit Instalacion Baules Puig Honda Pcx 125 18 ,66.84,80.21,66.85,1,,https://estaticos.elmotorista.es/prod_images/puig/505023156art/puig/kit-instalacion-baules-puig-honda-pcx-125-18-545337_200.webp,kit-instalacion-baules-puig-honda-pcx-125-18-20572n,elmotorista.es
TRT.00.475.30601/B,4052572045237,Sw-motech,Anillo Deposito Ion Ng,20.0,24.0,,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505598693art/sw-motech/anillo-deposito-ion-ng-447073_200.webp,anillo-deposito-ion-ng-trt-00-475-30601-b,elmotorista.es
KFT.07.664.30001/B,4052572051573,Sw-motech,Soporte Lateral Pro Bmw R1200gs 12/ R1250gs 18/,294.98,353.98,295.0,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081880art/sw-motech/soporte-lateral-pro-bmw-r1200gs-12-r1250gs-18-449304_200.webp,soporte-lateral-pro-bmw-r1200gs-12-r1250gs-18-kft-07-664-30001-b,elmotorista.es
BC.HTA.29.980.30000/B,4052572225066,Sw-motech,"Sistema Maletas Laterales Urban Abs 2 Unid X 16,5l",539.95,647.94,540.0,2,,https://estaticos.elmotorista.es/prod_images/sw-motech/505600783art/sw-motech/sistema-maletas-laterales-urban-abs-2-unid-x-16-5l-450109_200.webp,sistema-maletas-laterales-urban-abs-2-unid-x-16-5l-bc-hta-29-980-30000-b,elmotorista.es
BC.SYS.08.363.21000/B,4052572231753,Sw-motech,Sistema Bolsas Sysbag Wp L/L,769.92,923.9,770.0,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505601221art/sw-motech/sistema-bolsas-sysbag-wp-l-l-450212_200.webp,sistema-bolsas-sysbag-wp-l-l-bc-sys-08-363-21000-b,elmotorista.es
ALK.00.733.10000L/S,4052572029381,Sw-motech,Maleta Lateral Izquierda Trax Adv L 45l Pl,399.98,479.98,400.0,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081706art/sw-motech/maleta-lateral-izquierda-trax-adv-l-45l-pl-448087_200.webp,maleta-lateral-izquierda-trax-adv-l-45l-pl-alk-00-733-10000l-s,elmotorista.es
TRT.00.787.21200/B,4052572189344,Sw-motech,Anillo Deposito Pro Honda Cb500x 18 Ng,50.0,60.0,,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081873art/sw-motech/anillo-deposito-pro-honda-cb500x-18-ng-447042_200.webp,anillo-deposito-pro-hnda-cb500x-18-ng-trt-00-787-21200-b,elmotorista.es
0713N,8435529347190,Puig,Cofre Big Box 90l. 500x500x330 Negro,108.97,130.76,108.98,3,,https://estaticos.elmotorista.es/prod_images/puig/502834641art/puig/cofre-big-box-90l-500x500x330-negro-498848_200.webp,cofre-big-box-90l-500x500x330-negro-0713n,elmotorista.es
1B008655,,Piaggio,Baul 52l Beverly Inyectado,514.95,617.94,515.0,3,,https://estaticos.elmotorista.es/prod_images/piaggio/504722865art/piaggio/baul-52l-beverly-inyectado-442945_200.webp,baul-52l-beverly-inyectado-1b008655,elmotorista.es
ALK.00.733.10000L/B,4052572029374,Sw-motech,Maleta Lateral Izquierda Trax Adv L 45l Ng,399.98,479.98,400.0,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081701art/sw-motech/maleta-lateral-izquierda-trax-adv-l-45l-ng-448086_200.webp,maleta-lateral-izquierda-trax-adv-l-45l-ng-alk-00-733-10000l-b,elmotorista.es
GPT.07.897.19100/B,4052572054406,Sw-motech,Portaequipajes Adventure-Rack Ng,134.99,161.99,135.0,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505600666art/sw-motech/portaequipajes-adventure-rack-ng-448557_200.webp,portaequipajes-adventure-rack-ng-gpt-07-897-19100-b,elmotorista.es
ALK.00.733.11000R/S,4052572029442,Sw-motech,Maleta Lateral Derecha Trax Adv M 37l Pl,399.98,479.98,400.0,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081704art/sw-motech/maleta-lateral-derecha-trax-adv-m-37l-pl-448088_200.webp,maleta-lateral-derecha-trax-adv-m-37l-pl-alk-00-733-11000r-s,elmotorista.es
BC.RUC.00.004.30000,4052572223574,Sw-motech,Mochila Pro Cosmo 16l Ng/Gr Antr,139.98,167.98,140.0,5,,https://estaticos.elmotorista.es/prod_images/sw-motech/505598789art/sw-motech/mochila-pro-cosmo-16l-ng-gr-antr-448232_200.webp,mochila-pro-cosmo-16l-ng-gr-antr-bc-ruc-00-004-30000,elmotorista.es
KFT.04.835.30000/B,4052572213742,Sw-motech,Soporte Lateral Pro Ktm Super Adventure 21,289.98,347.98,290.0,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081882art/sw-motech/soporte-lateral-pro-ktm-super-adventure-21-449290_200.webp,soporte-lateral-pro-ktm-super-adventure-21-kft-04-835-30000-b,elmotorista.es
ALK.00.733.15000/B,4052572029459,Sw-motech,Maleta Trax Adv 38l Ng,399.98,479.98,400.0,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081696art/sw-motech/maleta-trax-adv-38l-ng-449543_200.webp,maleta-trax-adv-38l-ng-alk-00-733-15000-b,elmotorista.es
BC.TRS.00.110.30000,4052572182345,Sw-motech,Bolsa Deposito Pro Sw Motech ,129.99,155.99,130.0,5,,https://estaticos.elmotorista.es/prod_images/sw-motech/505047557art/sw-motech/bolsa-deposito-pro-sw-motech-446908_200.webp,bolsa-deposito-pro-sw-motech-bc-trs-00-110-30000,elmotorista.es
BC.HTA.01.740.30700,4052572199503,Sw-motech,Set Alforjas Pro Blaze Ng,379.96,455.95,380.0,5,,https://estaticos.elmotorista.es/prod_images/sw-motech/505601954art/sw-motech/set-alforjas-pro-blaze-ng-450379_200.webp,set-alforjas-pro-blaze-ng-bc-hta-01-740-30700,elmotorista.es
TRT.00.787.21100/B,4052572189337,Sw-motech,Anillo Deposito Pro Ng,30.0,36.0,,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505599333art/sw-motech/anillo-deposito-pro-ng-447041_200.webp,anillo-deposito-pro-ng-trt-00-787-21100-b,elmotorista.es
S.2.SIDE.38.32.ALP.B,8053045499546,Gpr,Maletas Laterales 38-32 Lts Aluminio Negro C/Portaequipaje Suzuki V-Strom Dl 650 21-24 E5,762.3,914.76,,3,,https://estaticos.elmotorista.es/prod_images/gpr/505646255art/gpr/maletas-laterales-38-32-lts-aluminio-negro-c-portaequipaje-suzuki-v-strom-dl-650-21-24-e5-506082_200.webp,maletas-laterales-38-32-lts-aluminio-negro-c-portaequipaje-suzuki-v-strom-dl-650-21-24-e5-s-2-side-38-32-alp-b,elmotorista.es
GPT.00.152.35401/B,4052572234389,Sw-motech,Kit Adaptadores Portaequipaje Adventure-Rack Ng,25.0,30.0,,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505598937art/sw-motech/kit-adaptadores-portaequipaje-adventure-rack-ng-447894_200.webp,kit-adaptadores-portaequipaje-adventure-rack-ng-gpt-00-152-35401-b,elmotorista.es
TRT.00.475.16001/B,4052572217979,Sw-motech,Anillo Deposito Ion Ng,15.0,18.0,,3,,https://estaticos.elmotorista.es/prod_images/sw-motech/505598681art/sw-motech/anillo-deposito-ion-ng-447061_200.webp,anillo-deposito-ion-ng-trt-00-475-16001-b,elmotorista.es
BC.SYS.05.845.31000/B,4052572248980,Sw-motech,Bolsas Laterales Sysbag Wp M/M. Suzuki V-Strom 800 22,619.94,743.93,620.0,1,,https://estaticos.elmotorista.es/prod_images/sw-motech/505459149art/sw-motech/bolsas-laterales-sysbag-wp-m-m-suzuki-v-strom-800-22-450774_200.webp,bolsas-laterales-sysbag-wp-m-m-suzuki-v-strom-800-22-bc-sys-05-845-31000-b,elmotorista.es
BC.TRS.00.112.30000,4052572182291,Sw-motech,Bolsa Deposito C/Correas Pro Enduro 12-15l,129.99,155.99,130.0,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505599097art/sw-motech/bolsa-deposito-c-correas-pro-enduro-12-15l-446895_200.webp,bolsa-deposito-c-correas-pro-enduro-12-15l-bc-trs-00-112-30000,elmotorista.es
BA.55.ALP.B,8053045438293,Gpr,Baul Top Case Alpi Tech 55 Lt Ng C/Parrill A Universal,373.89,448.67,,+10,,https://estaticos.elmotorista.es/prod_images/gpr/505645954art/gpr/baul-top-case-alpi-tech-55-lt-ng-c-parrill-a-universal-506156_200.webp,baul-top-case-alpi-tech-55-lt-ng-c-parrill-a-universal-ba-55-alp-b,elmotorista.es
3555N,8435529310613,Puig,Tira De Goma Interior Baules 2328/3108 Ng,4.65,5.58,,9,,https://estaticos.elmotorista.es/prod_images/puig/504703644art/puig/tira-de-goma-interior-baules-2328-3108-ng-545239_200.webp,tira-de-goma-interior-baules-2328-3108-ng-3555n,elmotorista.es
GPT.07.954.19000/B,4052572195512,Sw-motech,Portaequipaje Adventure-Rack Bmw S1000xr 2x99 19-24,139.98,167.98,140.0,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505465557art/sw-motech/portaequipaje-adventure-rack-bmw-s1000xr-2x99-19-24-448461_200.webp,portaequipaje-adventure-rack-bmw-s1000xr-2x99-19-24-gpt-07-954-19000-b,elmotorista.es
62002903150,9010152644930,Ktm,Bolsa Grande Gps/Pda Ktm,19.96,23.95,,1,,https://estaticos.elmotorista.es/prod_images/ktm/503157674art/ktm/bolsa-grande-gps-pda-ktm-106551_200.webp,bolsa-grande-gps-pda-ktm-503157674,elmotorista.es
60612910044,9010152678966,Ktm-husqvarna,Parrila Topcase,129.03,154.84,129.05,1,,https://estaticos.elmotorista.es/prod_images/ktm-husqvarna/503796150art/ktm-husqvarna/parrila-topcase-285916_200.webp,parrila-topcase-60612910044,elmotorista.es
TRT.00.475.11001/B,4052572025604,Sw-motech,Anillo Deposito Quick-Lock Ng,15.0,18.0,,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505599532art/sw-motech/anillo-deposito-quick-lock-ng-446971_200.webp,anillo-deposito-quick-lock-ng-trt-00-475-11001-b,elmotorista.es
TRT.00.787.10100/B,4052572181720,Sw-motech,Elemento Elevacion Anillo Deposito Pro Ng,8.0,9.6,,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505598454art/sw-motech/elemento-elevacion-anillo-deposito-pro-ng-447199_200.webp,elemento-elevacion-anillo-deposito-pro-ng-trt-00-787-10100-b,elmotorista.es
GPT.04.835.19000/B,4052572213575,Sw-motech,Portaequipaje Adventure-Rack Ktm 1290 Super Adventure 21/,169.98,203.98,170.0,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081885art/sw-motech/portaequipaje-adventure-rack-ktm-1290-super-adventure-21-448454_200.webp,portaequipaje-adventure-rack-ktm-1290-super-adventure-21-gpt-04-835-19000-b,elmotorista.es
