SKU,Barcode,Marca,Nombre,Precio_original,Precio_+20%,Precio_tachado,Stock,Descripcion,Imagen,URL_producto,Proveedor
LK304,5030009456961,Oxford,Candado Maneta C/Alarma,112.49,134.99,124.99,+10,,https://estaticos.elmotorista.es/prod_images/oxford/505692754art/oxford/candado-maneta-c-alarma-543578_200.webp,candado-maneta-c-alarma-lk304,elmotorista.es
H0SH17ST,8430358642805,Shad,Fijacion Top Master Honda Sh125 17,43.35,52.02,48.17,9,,https://estaticos.elmotorista.es/prod_images/shad/504189405art/shad/fijacion-top-master-honda-sh125-17-262249_200.webp,fijacion-top-master-honda-sh125-17-h0sh17st,elmotorista.es
GPT.00.152.35100/B,4052572050088,Sw-motech,Kit Adaptadores Adventure-Rack Trax Adv/Ion/Evo,20.0,24.0,,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081886art/sw-motech/kit-adaptadores-adventure-rack-trax-adv-ion-evo-447889_200.webp,kit-adaptadores-adventure-rack-trax-adv-ion-evo-gpt-00-152-35100-b,elmotorista.es
BA.26.ALP.A,8053045438248,Gpr,Baul Top Case Alpi Tech 26 Lt  Plata C/Parrilla Universal,313.39,376.07,,7,,https://estaticos.elmotorista.es/prod_images/gpr/505645947art/gpr/baul-top-case-alpi-tech-26-lt-plata-c-parrilla-universal-506150_200.webp,baul-top-case-alpi-tech-26-lt-plata-c-parrilla-universal-ba-26-alp-a,elmotorista.es
PLO1192CAM,8019606276735,Givi,Portamaletas Lateral Honda Nc750x 21 Mk Camside,204.14,244.97,247.0,6,,https://estaticos.elmotorista.es/prod_images/givi/504757527art/givi/portamaletas-lateral-honda-nc750x-21-mk-camside-412409_200.webp,portamaletas-lateral-honda-nc750x-21-mk-camside-plo1192cam,elmotorista.es
TRT.00.787.32100/B,4052572236338,Sw-motech,Anillo Deposito Pro Ng,50.0,60.0,,+10,,https://estaticos.elmotorista.es/prod_images/sw-motech/505599519art/sw-motech/anillo-deposito-pro-ng-446958_200.webp,anillo-deposito-pro-ng-trt-00-787-32100-b1,elmotorista.es
BC.WPB.00.025.10000,4052572212806,Sw-motech,"Bolsa Deposito C/Correas Pro Cross Wp 5,5l",99.98,119.98,99.99,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505599740art/sw-motech/bolsa-deposito-c-correas-pro-cross-wp-5-5l-446996_200.webp,bolsa-deposito-c-correas-pro-cross-wp-5-5l-bc-wpb-00-025-10000,elmotorista.es
TRT.00.475.12000/B,4052572024300,Sw-motech,Anillo Deposito Ion Ng,15.0,18.0,,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505599093art/sw-motech/anillo-deposito-ion-ng-446891_200.webp,anillo-deposito-ion-ng-trt-00-475-12000-b,elmotorista.es
X0SL041,,Shad,Bolsa Pierna Shad Sl04 Ng 0.5l,18.82,22.58,20.91,+10,,https://estaticos.elmotorista.es/prod_images/shad/505808626art/shad/bolsa-pierna-shad-sl04-ng-0-5l-542102_200.webp,bolsa-pierna-shad-sl04-ng-0-5l-x0sl041,elmotorista.es
X0SL861,,Shad,Mochila Shad Sl86 16l,76.51,91.81,85.0,5,,https://estaticos.elmotorista.es/prod_images/shad/505808624art/shad/mochila-shad-sl86-16l-542096_200.webp,mochila-shad-sl86-16l-x0sl861,elmotorista.es
ALK.00.733.15000/S,4052572029466,Sw-motech,Maleta Trax Adv 38l Pl,399.98,479.98,400.0,5,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081703art/sw-motech/maleta-trax-adv-38l-pl-449544_200.webp,maleta-trax-adv-38l-pl-alk-00-733-15000-s,elmotorista.es
BC.WPB.00.019.10000,4052572029473,Sw-motech,Mochila Plegable Flexpack,25.0,30.0,,5,,https://estaticos.elmotorista.es/prod_images/sw-motech/505598788art/sw-motech/mochila-plegable-flexpack-448231_200.webp,mochila-plegable-flexpack-bc-wpb-00-019-10000,elmotorista.es
GPT.07.945.16000/B,4052572190791,Sw-motech,Portaequipaje Street-Rack Bmw F 900 R / Xr (19-) Ng,179.99,215.99,180.0,5,,https://estaticos.elmotorista.es/prod_images/sw-motech/505383985art/sw-motech/portaequipaje-street-rack-bmw-f-900-r-xr-19-ng-448378_200.webp,portaequipaje-street-rack-bmw-f-900-r-xr-19-ng-gpt-07-945-16000-b,elmotorista.es
OL525,5030009102455,Oxford,Bolsa Deposito Oxford S-Serie Q4s Negro,107.98,129.58,120.0,4,,https://estaticos.elmotorista.es/prod_images/oxford/504414633art/oxford/bolsa-deposito-oxford-s-serie-q4s-negro-308483_200.webp,bolsa-deposito-oxford-s-serie-q4s-negro-504414633,elmotorista.es
K0VR37ST,8430358643451,Shad,Fijacion Top Master Kawasaki Versys 300 X 17,44.09,52.91,49.0,4,,https://estaticos.elmotorista.es/prod_images/shad/504189402art/shad/fijacion-top-master-kawasaki-versys-300-x-17-262348_200.webp,fijacion-top-master-kawasaki-versys-300-x-17-k0vr37st,elmotorista.es
TRT.00.787.21301/B,4052572195079,Sw-motech,Anillo Deposito Pro Yamaha Xt 700 Z Tenere 19,54.99,65.99,,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081879art/sw-motech/anillo-deposito-pro-yamaha-xt-700-z-tenere-19-447043_200.webp,anillo-deposito-pro-yamaha-xt-700-z-tenere-19-trt-00-787-21301-b,elmotorista.es
61912911100,9010544249491,Ktm,Soporte Baul Ktm 1290 Super Adventure R 2021-2022,49.07,58.88,,7,,https://estaticos.elmotorista.es/prod_images/ktm/504662844art/ktm/soporte-baul-ktm-1290-super-adventure-r-2021-2022-524606_200.webp,top-case-carrier-61912911100,elmotorista.es
X0SL121M,,Shad,Bolsa Deposito Shad Sl12m 5l Magnetica,53.25,63.9,59.17,6,,https://estaticos.elmotorista.es/prod_images/shad/505808623art/shad/bolsa-deposito-shad-sl12m-5l-magnetica-542095_200.webp,bolsa-deposito-shad-sl12m-5l-magnetica-x0sl121m,elmotorista.es
D0TR37100B,8430358675391,Shad,Baul Tr37 Terra Black Edition,328.49,394.19,365.0,3,,https://estaticos.elmotorista.es/prod_images/shad/504718058art/shad/baul-tr37-terra-black-edition-364094_200.webp,baul-tr37-terra-black-edition-d0tr37100b,elmotorista.es
XL06B,8019606346124,Givi,Bolsa Deposito P/Bf 15-20l L/Xline Tanklock,189.28,227.14,229.0,5,,https://estaticos.elmotorista.es/prod_images/givi/505647138art/givi/bolsa-deposito-p-bf-15-20l-l-xline-tanklock-501714_200.webp,bolsa-deposito-p-bf-15-20l-l-xline-tanklock-xl06b,elmotorista.es
1121FZKITR,8019606170309,Givi,Kit Tornilleria 1121fz,11.51,13.81,13.95,5,,https://estaticos.elmotorista.es/prod_images/givi/504180906art/givi/kit-tornilleria-1121fz-517263_200.webp,kit-tornilleria-1121fz-1121fzkitr,elmotorista.es
ALK.00.733.11000R/B,4052572029435,Sw-motech,Maleta Lateral Derecha Trax Adv M 37l Ng,399.98,479.98,400.0,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081700art/sw-motech/maleta-lateral-derecha-trax-adv-m-37l-ng-448089_200.webp,maleta-lateral-derecha-trax-adv-m-37l-ng-alk-00-733-11000r-b,elmotorista.es
GPT.06.799.19000/B,4052572179185,Sw-motech,Portaequipajes Adventure-Rack Ng,184.98,221.98,185.0,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505600502art/sw-motech/portaequipajes-adventure-rack-ng-448551_200.webp,portaequipajes-adventure-rack-ng-gpt-06-799-19000-b,elmotorista.es
EASY02,8019606400215,Givi,Bolsa Deposito Magnetica Easy-T 6l,57.04,68.45,68.99,+10,,https://estaticos.elmotorista.es/prod_images/givi/505791906art/givi/bolsa-deposito-magnetica-easy-t-6l-533955_200.webp,bolsa-deposito-magnetica-6-lts-easy02,elmotorista.es
EASY08,8019606400192,Givi,Bolsa Sillin Easy-T 23l,98.36,118.03,119.0,4,,https://estaticos.elmotorista.es/prod_images/givi/505791912art/givi/bolsa-sillin-easy-t-23l-533935_200.webp,bolsa-sillin-23l-easy08,elmotorista.es
EASY07,8019606400079,Givi,Bolsa Sillin Seatlock Easy-T 14l,81.82,98.18,99.0,4,,https://estaticos.elmotorista.es/prod_images/givi/505791911art/givi/bolsa-sillin-seatlock-easy-t-14l-533939_200.webp,bolsa-sillin-seatlock-14l-easy07,elmotorista.es
S0JY33ST,8430358692718,Shad,Fijacion Top Master Sym Joyrider 300 22-24,52.91,63.49,58.79,2,,https://estaticos.elmotorista.es/prod_images/shad/505485756art/shad/fijacion-top-master-sym-joyrider-300-22-24-446032_200.webp,fijacion-top-master-sym-joyrider-300-22-24-s0jy33st,elmotorista.es
K0AK57IF,8430358645325,Shad,Fijacion 3p System Kymco Ak 550 17,204.99,245.99,227.76,2,,https://estaticos.elmotorista.es/prod_images/shad/504185357art/shad/fijacion-3p-system-kymco-ak-550-17-264543_200.webp,fijacion-3p-system-kymco-ak-550-17-k0ak57if,elmotorista.es
Y0TR79ST,8430358668874,Shad,Fijacion Top Master Yamaha Tracer 700 Gt,109.55,131.46,121.73,2,,https://estaticos.elmotorista.es/prod_images/shad/504612237art/shad/fijacion-top-master-yamaha-tracer-700-gt-504600_200.webp,fijacion-top-master-yamaha-tracer-700-gt-y0tr79st,elmotorista.es
D1B45E08,8430358497450,Shad,Contratapa Baulete Sh45 Blanco,44.35,53.22,49.27,2,,https://estaticos.elmotorista.es/prod_images/shad/503254789art/shad/contratapa-baulete-sh45-blanco-183324_200.webp,contratapa-baulete-sh45-blanco-d1b45e08,elmotorista.es
BC.TRS.00.409.50100,4052572048702,Sw-motech,Set Con Cinchas + Bolsa Pierna Legend Gear La1,40.0,48.0,,2,,https://estaticos.elmotorista.es/prod_images/sw-motech/505600804art/sw-motech/set-con-cinchas-bolsa-pierna-legend-gear-la1-450129_200.webp,set-con-cinchas-bolsa-pierna-legend-gear-la1-bc-trs-00-409-50100,elmotorista.es
K0FL18ST,8430358663626,Shad,Fijacion Top Master Kymco Filly 125 Abs 2018,60.77,72.92,67.52,4,,https://estaticos.elmotorista.es/prod_images/shad/504372029art/shad/fijacion-top-master-kymco-filly-125-abs-2018-293174_200.webp,fijacion-top-master-kymco-filly-125-abs-2018-k0fl18st,elmotorista.es
Z221,8019606054951,Givi,Goma Recambio P/Portamaletas Lat 1pz,2.67,3.2,3.25,4,,https://estaticos.elmotorista.es/prod_images/givi/501612956art/givi/goma-recambio-p-portamaletas-lat-1pz-308673_200.webp,goma-recambio-p-portamaletas-lat-1pz-z221,elmotorista.es
ALK.00.165.16503,4052572187371,Sw-motech,Juego Cerraduras Cilindricas Trax,13.0,15.6,,9,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081888art/sw-motech/juego-cerraduras-cilindricas-trax-447562_200.webp,juego-cerraduras-cilindricas-trax-alk-00-165-16503,elmotorista.es
CRM105,8019606257598,Givi,Banda Sillin Para Alforjas Crm102/Rm106,22.66,27.19,27.45,6,,https://estaticos.elmotorista.es/prod_images/givi/504587808art/givi/banda-sillin-para-alforjas-crm102-rm106-341287_200.webp,banda-sillin-para-alforjas-crm102-rm106-crm105,elmotorista.es
EASY03,8019606400178,Givi,Bolsa Deposito Tanklock Easy-T 16l,94.21,113.05,113.99,10,,https://estaticos.elmotorista.es/prod_images/givi/505791907art/givi/bolsa-deposito-tanklock-easy-t-16l-533951_200.webp,bolsa-deposiuto-tanklock-16l-easy03,elmotorista.es
BA.26.ALP.B,8053045438279,Gpr,Baul Top Case Alpi Tech 26 Lt Ng C/Parrilla Universal,313.39,376.07,,+10,,https://estaticos.elmotorista.es/prod_images/gpr/505645951art/gpr/baul-top-case-alpi-tech-26-lt-ng-c-parrilla-universal-506148_200.webp,baul-top-case-alpi-tech-26-lt-ng-c-parrilla-universal-ba-26-alp-b,elmotorista.es
GPT.11.953.19000/B,4052572194898,Sw-motech,Portaequipaje Adventure-Rack Ng,144.98,173.98,144.99,5,,https://estaticos.elmotorista.es/prod_images/sw-motech/505600258art/sw-motech/portaequipaje-adventure-rack-ng-448463_200.webp,portaequipaje-adventure-rack-ng-gpt-11-953-19000-b,elmotorista.es
BC.HTA.00.740.30000,4052572198308,Sw-motech,Alforjas Pro Blaze Ng,224.98,269.98,225.0,6,,https://estaticos.elmotorista.es/prod_images/sw-motech/505598882art/sw-motech/alforjas-pro-blaze-ng-446844_200.webp,alforjas-pro-blaze-ng-bc-hta-00-740-30000,elmotorista.es
T0TG90ST,8430358672772,Shad,Fijacion Top Master Triumph Tiger 900/Gt/Rally 20,40.27,48.32,44.75,9,,https://estaticos.elmotorista.es/prod_images/shad/504653352art/shad/fijacion-top-master-triumph-tiger-900-gt-rally-20-346244_200.webp,fijacion-top-master-triumph-tiger-900-gt-rally-20-t0tg90st11,elmotorista.es
X0SL031,,Shad,Bolsa Riñonera Shad Sl03 Ng 2l,36.17,43.4,40.18,6,,https://estaticos.elmotorista.es/prod_images/shad/505808627art/shad/bolsa-rinonera-shad-sl03-ng-2l-542105_200.webp,bolsa-rinonera-shad-sl03-ng-2l-x0sl031,elmotorista.es
T10N,8019606048189,Givi,Red Elastica Portaobjetos Ng,7.05,8.46,8.55,+10,,https://estaticos.elmotorista.es/prod_images/givi/501613037art/givi/red-elastica-portaobjetos-ng-138947_200.webp,red-elastica-portaobjetos-ng-t10n,elmotorista.es
XL04,8019606295415,Givi,Bolsa Deposito L/Xline F/Bf 15/20l Bmw/Ktm,194.23,233.08,234.99,2,,https://estaticos.elmotorista.es/prod_images/givi/505022577art/givi/bolsa-deposito-l-xline-f-bf-15-20l-bmw-ktm-381635_200.webp,bolsa-deposito-l-xline-f-bf-15-20l-bmw-ktm-505022577,elmotorista.es
BF20,8019606184481,Givi,Tank-Lock Honda Cb 500 X 13/18,16.47,19.76,19.95,2,,https://estaticos.elmotorista.es/prod_images/givi/503788820art/givi/tank-lock-honda-cb-500-x-13-18-499028_200.webp,tank-lock-honda-cb-500-x-13-18-bf20,elmotorista.es
R0HM41ST,8430358680203,Shad,Fijacion Top Master Royal Enfield Himalayan 21/22,67.41,80.89,74.9,1,,https://estaticos.elmotorista.es/prod_images/shad/505062819art/shad/fijacion-top-master-royal-enfield-himalayan-21-22-390956_200.webp,fijacion-top-master-royal-enfield-himalayan-21-22-r0hm41st,elmotorista.es
K0DK34SE,8430358606272,Shad,Fijacion Side Bags Ktm Duke 125/250/390 14-15,85.63,102.76,95.14,1,,https://estaticos.elmotorista.es/prod_images/shad/503796666art/shad/fijacion-side-bags-ktm-duke-125-250-390-14-15-221344_200.webp,fijacion-side-bags-ktm-duke-125-250-390-14-15-k0dk34se,elmotorista.es
E166,8019606237934,Givi,Red Elastica Portaobjetos Interior Dlm30/Dlm46,23.07,27.68,27.95,+10,,https://estaticos.elmotorista.es/prod_images/givi/504396030art/givi/red-elastica-portaobjetos-interior-dlm30-dlm46-303607_200.webp,red-elastica-portaobjetos-interior-dlm30-dlm46-e166,elmotorista.es
X0SE04,8430358589254,Shad,Bolsa Deposito Shad Semirrigida 3l Ng,65.68,78.82,72.98,1,,https://estaticos.elmotorista.es/prod_images/shad/503796679art/shad/bolsa-deposito-shad-semirrigida-3l-ng-499096_200.webp,bolsa-deposito-shad-semirrigida-3l-ng-503796679,elmotorista.es
H0CF64ST,8430358579040,Shad,Fijacion Top Master Honda Cb650f/Cbr650f 13/14,91.85,110.22,102.05,3,,https://estaticos.elmotorista.es/prod_images/shad/503767963art/shad/fijacion-top-master-honda-cb650f-cbr650f-13-14-181031_200.webp,fijacion-top-master-honda-cb650f-cbr650f-13-14-h0cf64st,elmotorista.es
TRT.00.787.11500/B,4052572189078,Sw-motech,Anillo Deposito Pro Ng,30.0,36.0,,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505599314art/sw-motech/anillo-deposito-pro-ng-447017_200.webp,anillo-deposito-pro-ng-trt-00-787-11500-b,elmotorista.es
H0FR33ST,8430358550001,Shad,Soporte Maleta Honda Forza 300 (13)  - Shad H0fr33st,41.1,49.32,45.67,2,,https://estaticos.elmotorista.es/prod_images/shad/503657502art/shad/fijacion-top-master-honda-forza-300-13-18-412564_200.webp,fijacion-top-master-honda-forza-300-13-18-h0fr33st,elmotorista.es
W0RT19ST,8430358499782,Shad,Fijacion Top Master Bmw R1200 Rt 09-12,61.81,74.17,68.67,1,,https://estaticos.elmotorista.es/prod_images/shad/503449568art/shad/fijacion-top-master-bmw-r1200-rt-09-12-80303_200.webp,fijacion-top-master-bmw-r1200-rt-09-12-w0rt19st1,elmotorista.es
H0CB56ST,8430358620773,Shad,Fijacion Top Master Honda Cb 500f 16,140.32,168.38,155.9,3,,https://estaticos.elmotorista.es/prod_images/shad/503906748art/shad/fijacion-top-master-honda-cb-500f-16-228002_200.webp,fijacion-top-master-honda-cb-500f-16-h0cb56st,elmotorista.es
Y0TC98ST,8430358662605,Shad,Fijacion Top Master Yamaha Tracer 900/Gt 18/19,143.75,172.5,159.72,3,,https://estaticos.elmotorista.es/prod_images/shad/504581930art/shad/fijacion-top-master-yamaha-tracer-900-gt-18-19-370160_200.webp,fijacion-top-master-yamaha-tracer-900-gt-18-19-y0tc98st,elmotorista.es
SR1187B,8019606273147,Givi,Fijacion Honda Forza 125/350 21 Mk/Ml,135.96,163.15,164.5,3,,https://estaticos.elmotorista.es/prod_images/givi/504714845art/givi/fijacion-honda-forza-125-350-21-mk-ml-361058_200.webp,fijacion-honda-forza-125-350-21-mk-ml-sr1187b,elmotorista.es
Y0MT36ST,8430358619586,Shad,Fijacion Top Master Yamaha Mt 03 15/16,121.62,145.94,135.14,3,,https://estaticos.elmotorista.es/prod_images/shad/503906615art/shad/fijacion-top-master-yamaha-mt-03-15-16-228001_200.webp,fijacion-top-master-yamaha-mt-03-15-16-y0mt36st,elmotorista.es
T511,8019606184580,Givi,Bolsa Interna Maleta Trekker Outback 42l,61.17,73.4,74.0,4,,https://estaticos.elmotorista.es/prod_images/givi/503796821art/givi/bolsa-interna-maleta-trekker-outback-42l-498991_200.webp,bolsa-interna-maleta-trekker-outback-42l-t511,elmotorista.es
PL174,8019606095381,Givi,Portamaletas Lat. Tubular H. Cbf600,136.79,164.15,165.5,4,,https://estaticos.elmotorista.es/prod_images/givi/501613068art/givi/portamaletas-lat-tubular-h-cbf600-498382_200.webp,portamaletas-lat-tubular-h-cbf600-pl174,elmotorista.es
H0XD77ST,8430358644434,Shad,Fijacion Top Master Honda X-Adventure 750 17,141.35,169.62,157.06,8,,https://estaticos.elmotorista.es/prod_images/shad/504189424art/shad/fijacion-top-master-honda-x-adventure-750-17-262324_200.webp,fijacion-top-master-honda-x-adventure-750-17-h0xd77st,elmotorista.es
E300N2B,8019606349538,Givi,Maleta Ml 30lts Ng Base Cat.Rojo,76.04,91.25,92.0,+10,,https://estaticos.elmotorista.es/prod_images/givi/505613333art/givi/maleta-ml-30lts-ng-base-cat-rojo-492933_200.webp,maleta-ml-30lts-ng-base-cat-rojo-e300n2b,elmotorista.es
H0CR61ST,8430358677456,Shad,Fijacion Top Master Honda Cb650r 21,163.86,196.63,182.07,9,,https://estaticos.elmotorista.es/prod_images/shad/504718323art/shad/fijacion-top-master-honda-cb650r-21-366641_200.webp,fijacion-top-master-honda-cb650r-21-h0cr61st,elmotorista.es
TRT.00.787.30300/B,4052572189375,Sw-motech,Anillo Deposito Pro Suzuki V-Strom 1050 19/,30.0,36.0,,8,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081877art/sw-motech/anillo-deposito-pro-suzuki-v-strom-1050-19-447051_200.webp,anillo-deposito-pro-suzuki-v-strom-1050-19-trt-00-787-30300-b,elmotorista.es
D0MV11ST,8430358678095,Shad,Fijacion Top Master Ducati Multistrada V4 21,39.34,47.21,43.71,1,,https://estaticos.elmotorista.es/prod_images/shad/504724973art/shad/fijacion-top-master-ducati-multistrada-v4-21-369267_200.webp,fijacion-top-master-ducati-multistrada-v4-21-d0mv11st,elmotorista.es
Y0M18T,8430358010277,Shad,Soporte Maleta Yamaha Majesty 125    - Shad   Y0m18t,64.25,77.1,71.39,3,,https://estaticos.elmotorista.es/prod_images/shad/501585750art/shad/soporte-fijacion-yamaha-majesty-125-skyliner-125-98-00-228103_200.webp,soporte-fijacion-yamaha-majesty-125-skyliner-125-98-00-y0m18t,elmotorista.es
H0CF54ST,8430358583313,Shad,Fijacion Top Master Honda Cb500f/Cbr500r 13/15,159.87,191.84,177.63,2,,https://estaticos.elmotorista.es/prod_images/shad/503767016art/shad/fijacion-top-master-honda-cb500f-cbr500r-13-15-221332_200.webp,fijacion-top-master-honda-cb500f-cbr500r-13-15-h0cf54st,elmotorista.es
Y0MT93ST,8430358559677,Shad,Fijacion Top Master Yamaha Mt09,105.81,126.97,117.58,1,,https://estaticos.elmotorista.es/prod_images/shad/503708773art/shad/fijacion-top-master-yamaha-mt09-153663_200.webp,fijacion-top-master-yamaha-mt09-y0mt93st,elmotorista.es
M0VT89ST,8430358670945,Shad,Fijacion Top Master Motoguzzi V85 Tt 19,46.8,56.16,52.02,4,,https://estaticos.elmotorista.es/prod_images/shad/504634232art/shad/fijacion-top-master-motoguzzi-v85-tt-19-347708_200.webp,fijacion-top-master-motoguzzi-v85-tt-19-m0vt89st,elmotorista.es
OL270,5030009102103,Oxford,Bolsa Deposito Oxford Q30r Qr - Negro,194.4,233.28,216.0,1,,https://estaticos.elmotorista.es/prod_images/oxford/504414629art/oxford/bolsa-deposito-oxford-q30r-qr-negro-308336_200.webp,bolsa-deposito-oxford-q30r-qr-negro-ol270,elmotorista.es
T11N,8019606266897,Givi,Red Elastica 27x32cm Trk52-46-33/V56/V47/V46/E460,11.92,14.3,14.45,+10,,https://estaticos.elmotorista.es/prod_images/givi/505029293art/givi/red-elastica-27x32cm-trk52-46-33-v56-v47-v46-e460-411135_200.webp,red-elastica-27x32cm-trk52-46-33-v56-v47-v46-e460-t11n,elmotorista.es
PLO1201MK,8019606335050,Givi,Portamaletas Lateral Mk Honda Xl 750 23,246.3,295.56,298.0,4,,https://estaticos.elmotorista.es/prod_images/givi/505408644art/givi/portamaletas-lateral-mk-honda-xl-750-23-434078_200.webp,portamaletas-lateral-mk-honda-xl-750-23-plo1201mk,elmotorista.es
SR6108,8019606205001,Givi,Fijacion Mk/Ml Kymco Grand Dink 125/300 16/17,47.53,57.04,57.5,5,,https://estaticos.elmotorista.es/prod_images/givi/503937183art/givi/fijacion-mk-ml-kymco-grand-dink-125-300-16-17-233736_200.webp,fijacion-mk-ml-kymco-grand-dink-125-300-16-17-sr6108,elmotorista.es
BC.ALK.00.732.10400/B,4052572029343,Sw-motech,Red Tapa M 28x12cm Ng,15.0,18.0,,7,,https://estaticos.elmotorista.es/prod_images/sw-motech/505601176art/sw-motech/red-tapa-m-28x12cm-ng-448790_200.webp,red-tapa-m-28x12cm-ng-bc-alk-00-732-10400-b,elmotorista.es
K0GL12ST,8430358684522,Shad,Fijacion Top Master Kymco Agility S 50/125/200,34.62,41.54,38.47,+10,,https://estaticos.elmotorista.es/prod_images/shad/505384073art/shad/fijacion-top-master-kymco-agility-s-50-125-200-415785_200.webp,fijacion-top-master-kymco-agility-s-50-125-200-k0gl12st,elmotorista.es
E172,8019606228994,Givi,Respaldo Maleta Trekker Outback 58l New,59.92,71.9,72.5,+10,,https://estaticos.elmotorista.es/prod_images/givi/504351729art/givi/respaldo-maleta-trekker-outback-58l-new-284915_200.webp,respaldo-maleta-trekker-outback-58l-new-504351729,elmotorista.es
PL1161CAM,8019606228611,Givi,Portamaletas Lateral Camside Honda Crf 1000l 18,244.65,293.58,296.0,2,,https://estaticos.elmotorista.es/prod_images/givi/504347712art/givi/portamaletas-lateral-camside-honda-crf-1000l-18-283179_200.webp,portamaletas-lateral-camside-honda-crf-1000l-18-pl1161cam,elmotorista.es
MT505,8019606200167,Givi,Bolsa Deposito L/Metro-T 5 L Tanklock,94.21,113.05,113.99,+10,,https://estaticos.elmotorista.es/prod_images/givi/503897488art/givi/bolsa-deposito-l-metro-t-5-l-tanklock-248444_200.webp,bolsa-deposito-l-metro-t-5-l-tanklock-503897488,elmotorista.es
V37N,8019606229052,Givi,Maletas Laterales V37 Ng Jgo C/Rj,439.7,527.64,532.0,3,,https://estaticos.elmotorista.es/prod_images/givi/504354699art/givi/maletas-laterales-v37-ng-jgo-c-rj-286454_200.webp,maletas-laterales-v37-ng-jgo-c-rj-v37n,elmotorista.es
TRT.00.787.12500/B,4052572189146,Sw-motech,Anillo Deposito Pro Suzuki (5 Tornillos),30.0,36.0,,9,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081698art/sw-motech/anillo-deposito-pro-suzuki-5-tornillos-447022_200.webp,anillo-deposito-pro-suzuki-5-tornillos-trt-00-787-12500-b,elmotorista.es
OBKN48AL,8019606223289,Givi,Maleta Lateral Izquierda Trekker Outback 48l Aluminio New,399.61,479.53,444.0,3,,https://estaticos.elmotorista.es/prod_images/givi/504312386art/givi/maleta-lateral-izquierda-trekker-outback-48l-aluminio-new-278930_200.webp,maleta-lateral-izquierda-trekker-outback-48l-aluminio-new-obkn48al,elmotorista.es
XL06,8019606295439,Givi,Bolsa Deposito L/Xline F/Bf 15/20l,185.97,223.16,225.0,1,,https://estaticos.elmotorista.es/prod_images/givi/505022579art/givi/bolsa-deposito-l-xline-f-bf-15-20l-381633_200.webp,bolsa-deposito-l-xline-f-bf-15-20l-505022579,elmotorista.es
B0TX50ST,8430358671003,Shad,Fijacion Top Master Benelli Trk 502 X 20,49.39,59.27,54.9,3,,https://estaticos.elmotorista.es/prod_images/shad/504634234art/shad/fijacion-top-master-benelli-trk-502-x-20-347717_200.webp,fijacion-top-master-benelli-trk-502-x-20-b0tx50st,elmotorista.es
B37N,8019606150776,Givi,Baul Monolock 37 Lt Negro,135.54,162.65,164.0,8,,https://estaticos.elmotorista.es/prod_images/givi/503495076art/givi/baul-monolock-37-lt-negro-498790_200.webp,baul-monolock-37-lt-negro-b37n,elmotorista.es
SR1186,8019606270542,Givi,Fijacion Honda Forza/X-Adv 750 21-24 Mk/Ml,43.8,52.56,53.0,+10,,https://estaticos.elmotorista.es/prod_images/givi/504709391art/givi/fijacion-honda-forza-x-adv-750-21-24-mk-ml-501499_200.webp,fijacion-honda-forza-x-adv-750-21-mk-ml-sr1186,elmotorista.es
BC.TRS.00.102.30000,4052572182369,Sw-motech,Bolsa Deposito Pro Trial 13/18l Ng,219.98,263.98,220.0,8,,https://estaticos.elmotorista.es/prod_images/sw-motech/505081702art/sw-motech/bolsa-deposito-pro-trial-13-18l-ng-446911_200.webp,bolsa-deposito-pro-trial-13-18l-ng-bc-trs-00-102-30000,elmotorista.es
V45N,8019606327505,Givi,Baul Givi V45 Arena Ng Monokey Catadiop. Rojo 45l,214.06,256.87,259.0,9,,https://estaticos.elmotorista.es/prod_images/givi/505485675art/givi/baul-givi-v45-arena-ng-monokey-catadiop-rojo-45l-445704_200.webp,maleta-monokey-v45-arena-ng-catadrioptico-rojo-45-lts-v45n,elmotorista.es
S0VS14ST,8430358563421,Shad,Fijacion Top Master Suzuki V-Strom 650 14/18,51.41,61.69,57.12,9,,https://estaticos.elmotorista.es/prod_images/shad/503762352art/shad/fijacion-top-master-suzuki-v-strom-650-14-18-412530_200.webp,fijacion-top-master-suzuki-v-strom-650-14-18-s0vs14st1,elmotorista.es
SRA7713,8019606276667,Givi,Fijacion Ktm 1290 Super Adventure R/S 21 Mk,152.9,183.48,185.0,6,,https://estaticos.elmotorista.es/prod_images/givi/504725134art/givi/fijacion-ktm-1290-super-adventure-r-s-21-mk-369619_200.webp,fijacion-ktm-1290-super-adventure-r-s-21-mk-sra7713,elmotorista.es
